5546.052256044224,1686212080.129419
5531.587546439384,1686212080.2775908
5517.529350080023,1686212080.431811
5503.039432180504,1686212080.5837314
5488.720438517138,1686212080.7316663
5474.76120967516,1686212080.8832169
5460.569157881674,1686212081.0290878
5446.916884405074,1686212081.179767
5432.847619453237,1686212081.3313801
5418.733814547555,1686212081.4830017
5404.707896155761,1686212081.639586
5390.249304905255,1686212081.7917073
5376.216119156617,1686212081.9423907
5362.365981784068,1686212082.092058
5348.621288082413,1686212082.2448428
5334.578715105988,1686212082.3945255
5320.920207731587,1686212082.5535822
5306.394788123947,1686212082.7177732
5291.538001845747,1686212082.8718538
5277.483504785819,1686212083.0247874
5263.701863518765,1686212083.1805139
5249.612413152642,1686212083.331447
5236.046107313284,1686212083.4831183
5222.431813787734,1686212083.6380212
5208.543310998053,1686212083.789567
5195.026161602599,1686212083.9405243
5181.544279123049,1686212084.0934336
5167.996641812274,1686212084.2495148
5154.13866968921,1686212084.404423
5140.481208085786,1686212084.5597522
5126.776837330409,1686212084.7146935
5113.071818169224,1686212084.8704038
5099.4026506541895,1686212085.0339735
5085.0386144318545,1686212085.2049618
5070.111121600727,1686212085.3690052
5055.8168910893555,1686212085.5245063
5042.246894926195,1686212085.683393
5028.38141881908,1686212085.8382237
5014.95963721663,1686212085.9922233
5001.662225820875,1686212086.14892
4988.122724248361,1686212086.3064048
4974.564407075151,1686212086.46174
4961.164896696322,1686212086.6234715
4947.282880384009,1686212086.7823565
4933.713001932042,1686212086.9395695
4920.201468613176,1686212087.0987241
4906.646209620636,1686212087.2589898
4892.974345627988,1686212087.4174247
4879.565741750825,1686212087.5803194
4865.660148884007,1686212087.7391949
4852.219935713911,1686212087.9040968
4838.29333999113,1686212088.0644221
4824.709793363881,1686212088.2232025
4811.336455983647,1686212088.3797946
4798.139414763778,1686212088.5355687
4785.058396990459,1686212088.6923456
4771.873881621837,1686212088.8491087
4758.820413765988,1686212089.0049438
4745.747371769678,1686212089.1607764
4732.773116966353,1686212089.3209777
4719.443753603852,1686212089.4789972
4706.272723749222,1686212089.6382122
4693.021416584323,1686212089.7948608
4680.017699537316,1686212089.9520981
4667.034904241191,1686212090.1082861
4654.121882572918,1686212090.2642019
4641.208034851337,1686212090.4203715
4628.38189187565,1686212090.5774841
4615.4342166524375,1686212090.7349064
4602.474139370273,1686212090.8911493
4589.662000142577,1686212091.049073
4576.753308625545,1686212091.2113898
4563.413763235633,1686212091.3665826
4550.7654970159165,1686212091.5206816
4538.09294924682,1686212091.6762967
4525.454117841776,1686212091.8393002
4512.240721224129,1686212091.9958646
4499.533816403243,1686212092.1546648
4486.614416187339,1686212092.3121235
4473.8309150704235,1686212092.469834
4461.089338103503,1686212092.6249578
4448.49402209554,1686212092.7804644
4435.933199321967,1686212092.9366648
4423.3800025704595,1686212093.0926378
4410.814092859626,1686212093.2496338
4398.142032236141,1686212093.403151
4385.845036980212,1686212093.558709
4373.321693482288,1686212093.7201784
4360.394617232359,1686212093.8757448
4347.929178342442,1686212094.0335257
4335.338912323438,1686212094.1858356
4323.130731691196,1686212094.3447065
4310.470943272848,1686212094.5025165
4297.906454103995,1686212094.6594057
4285.3977085244405,1686212094.8126738
4273.259601067105,1686212094.9778035
4259.642866659539,1686212095.1338108
4247.294609817512,1686212095.2882974
4235.0100773284275,1686212095.4514608
4222.101304106736,1686212095.6219916
4208.671568464049,1686212095.7869115
4195.592155370088,1686212095.948629
4182.870347460035,1686212096.106087
4170.396348389632,1686212096.2636797
4158.02178190656,1686212096.4235322
4145.443116221074,1686212096.589453
4132.438769924543,1686212096.7493842
4119.852286531373,1686212096.907188
4107.469139230697,1686212097.0637808
4095.1711918948304,1686212097.2217627
4082.797189935761,1686212097.3798442
4070.450800663818,1686212097.5371177
4058.1648575320405,1686212097.6921842
4046.0857057180515,1686212097.8538775
4033.4659314315313,1686212098.0247664
4019.847942718152,1686212098.1829278
4007.5456704218054,1686212098.344167
3994.9486949359984,1686212098.502055
3982.70627398001,1686212098.6587312
3970.544743617995,1686212098.8128955
3958.5778294591605,1686212098.9729054
3946.168270320668,1686212099.1290247
3934.08350837402,1686212099.2870274
3921.8677596133975,1686212099.446541
3909.539363656234,1686212099.6031818
3897.4409142410022,1686212099.7615345
3885.237131353554,1686212099.9171078
3873.2510745353266,1686212100.0754101
3861.055861345832,1686212100.2348704
3848.8105898316117,1686212100.3922045
3836.6044747053265,1686212100.5465157
3824.7905930534694,1686212100.7016907
3812.9051541802305,1686212100.8610687
3800.681377646215,1686212101.0172813
3788.7084890894703,1686212101.1791127
3776.3153412110064,1686212101.3336444
3764.4731287755167,1686212101.4896605
3752.5311082267644,1686212101.6474648
3740.4667045530437,1686212101.8141155
3727.7500169649425,1686212101.9773655
3715.3002427572055,1686212102.1313896
3703.547618074294,1686212102.2939546
3691.144534244269,1686212102.453874
3678.9984025879994,1686212102.6088738
3667.1428147366482,1686212102.7707822
3654.8561676880104,1686212102.9327807
3642.5261706161937,1686212103.0857046
3630.9398028509786,1686212103.2475305
3618.6821331589786,1686212103.4036374
3606.79840794523,1686212103.5629091
3594.7507282185134,1686212103.7255716
3582.4290283475393,1686212103.8797684
3570.719272185176,1686212104.0342152
3559.049359515943,1686212104.191296
3547.2055272997745,1686212104.349576
3535.214569633258,1686212104.5265632
